 PWM (µs) RPM     Current (A Voltage (V Power (W) Force (Kg  Efficiency (g/
     1476       0          0         14       0.0       0.00            0.0
     1480       0          0         14       0.0       0.00            0.0
     1484       0          0         14       0.0       0.00            0.0
     1488       0          0         14       0.0       0.00            0.0
     1492       0          0         14       0.0       0.00            0.0
     1496       0          0         14       0.0       0.00            0.0
     1500       0          0         14       0.0       0.00            0.0
     1504       0          0         14       0.0       0.00            0.0
     1508       0          0         14       0.0       0.00            0.0
     1512       0          0         14       0.0       0.00            0.0
     1516       0          0         14       0.0       0.00            0.0
     1520       0          0         14       0.0       0.00            0.0
     1524       0          0         14       0.0       0.00            0.0
     1528       0          0         14       0.0       0.00            0.0
     1532       0          0         14       0.0       0.00            0.0
     1536     344       0.05         14       0.7       0.05           64.8
     1540     399       0.05         14       0.7       0.06           90.7
     1544     461       0.05         14       0.7       0.08          116.6
     1548     515       0.01         14       1.4       0.10           71.4
     1552     573        0.1         14       1.4       0.12           87.5
     1556     626        0.1         14       1.4       0.15          103.7
     1560     675       0.13         14       1.8       0.18           97.2
     1564     731        0.2         14       2.8       0.20           71.3
     1568     777        0.2         14       2.8       0.23           81.0
     1572     824        0.2         14       2.8       0.26           94.0
     1576     876        0.3         14       4.2       0.29           69.1
     1580     917        0.4         14       5.6       0.33           58.3
     1584     967        0.4         14       5.6       0.36           64.8
     1588    1007       0.44         14       6.2       0.39           64.1
     1592    1048        0.5         14       7.0       0.43           60.9
     1596    1092        0.6         14       8.4       0.46           55.1
     1600    1136        0.7         14       9.8       0.50           50.9
     1604    1169        0.7         14       9.8       0.53           54.2
     1608    1214        0.8         14      11.2       0.58           51.4
     1612    1252        0.9         14      12.6       0.62           49.3
     1616    1287          1         14      14.0       0.64           46.0
     1620    1322          1         14      14.0       0.69           49.2
     1624    1354       1.18         14      16.5       0.73           43.9
     1628    1397        1.3         14      18.2       0.77           42.1
     1632    1432       1.34         14      18.8       0.83           44.0
     1636    1470        1.5         14      21.0       0.85           40.4
     1640    1499        1.6         14      22.4       0.89           39.7
     1644    1532        1.7         14      23.8       0.92           38.7
     1648    1562        1.8         14      25.2       0.97           38.3
     1652    1597        1.9         14      26.6       1.00           37.5
     1656    1628        2.1         14      29.4       1.05           35.8
     1660    1669        2.2         14      30.8       1.09           35.5
     1664    1700        2.3         14      32.2       1.14           35.5
     1668    1731       2.56         14      35.8       1.20           33.5
     1672    1761        2.8         14      39.2       1.23           31.5
     1676    1793        2.9         14      40.6       1.28           31.5
     1680    1817        3.1         14      43.4       1.32           30.5
     1684    1849        3.2         14      44.8       1.37           30.5
     1688    1878        3.4         14      47.6       1.41           29.5
     1692    1912       3.57         14      50.0       1.46           29.2
     1696    1934        3.7         14      51.8       1.51           29.2
     1700    1967        3.9         14      54.6       1.55           28.4
     1704    1999        4.1         14      57.4       1.61           28.0
     1708    2032       4.31         14      60.3       1.65           27.4
     1712    2064       4.51         14      63.1       1.71           27.1
     1716    2085       4.79         14      67.1       1.76           26.2
     1720    2114          5         14      70.0       1.81           25.9
     1724    2145        5.2         14      72.8       1.85           25.4
     1728    2175        5.4         14      75.6       1.91           25.3
     1732    2201        5.6         14      78.4       1.96           25.1
     1736    2228        5.8         14      81.2       2.00           24.7
     1740    2245        6.1         14      85.4       2.09           24.4
     1744    2285        6.3         14      88.2       2.12           24.0
     1748    2312       6.57         14      92.0       2.16           23.5
     1752    2337        6.8         14      95.2       2.25           23.6
     1756    2375        7.1         14      99.4       2.27           22.8
     1760    2411        7.4         14     103.6       2.34           22.6
     1764    2437       7.74         14     108.4       2.43           22.4
     1768    2464       8.09         14     113.3       2.50           22.1
     1772    2498        8.4         14     117.6       2.56           21.8
     1776    2539        8.7         14     121.8       2.64           21.6
     1780    2583       8.95         14     125.3       2.66           21.2
     1784    2592       9.39         14     131.5       2.76           21.0
     1788    2617        9.6         14     134.4       2.78           20.7
     1792    2652         10         14     140.0       2.88           20.6
     1796    2659       10.3         14     144.2       2.93           20.4
     1800    2693       10.6         14     148.4       2.99           20.2
     1804    2714      10.86         14     152.0       3.05           20.0
     1808    2751      11.29         14     158.1       3.13           19.8
     1812    2773      11.57         14     162.0       3.19           19.7
     1816    2795       11.9         14     166.6       3.23           19.4
     1820    2815       12.3         14     172.2       3.32           19.3
     1824    2855       12.6         14     176.4       3.36           19.1
     1828    2878      12.95         14     181.3       3.42           18.9
     1832    2901      13.37         14     187.2       3.49           18.7
     1836    2926      13.72         14     192.1       3.57           18.6
     1840    2957      14.14         14     198.0       3.62           18.3
     1844    2984       14.5         14     203.0       3.69           18.2
     1848    3011      14.96         14     209.4       3.77           18.0
     1852    3035      15.36         14     215.0       3.84           17.8
     1856    3048      15.89         14     222.5       3.92           17.6
     1860    3087      16.24         14     227.4       3.98           17.5
     1864    3114      16.72         14     234.1       4.03           17.2
     1868    3139      17.18         14     240.5       4.11           17.1
     1872    3159      17.65         14     247.1       4.15           16.8
     1876    3183      18.08         14     253.1       4.21           16.6
     1880    3195      18.63         14     260.8       4.30           16.5
     1884    3218      19.08         14     267.1       4.38           16.4
     1888    3243      19.56         14     273.8       4.42           16.2
     1892    3263      20.07         14     281.0       4.51           16.0
     1896    3288      20.29         14     284.1       4.53           15.9
     1900    3279      20.36         14     285.0       4.52           15.9
